iews/R2P7WLA3ETZS4X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08C2Q49MR,Patrick,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",US,https://www.amazon.com/gp/profile/amzn1.account.AFST6TFB2N5DODZUHUBJKU6TUMKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,,2024-06-07
B08C27277D,Meh,I'm size 32 and the medium was a bit too small for me. They are thin and made out of a single layer of fabric.,Y,,"Size: Medium | Color: 3 Pack Black, Black, Dark Grey",3,0,,,,,https://www.amazon.com/gp/customer-reviews/R13NX1AM7C76KU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08C2Q49MR,T. Tekelenburg,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",US,https://www.amazon.com/gp/profile/amzn1.account.AFIXE66UGEFM7LS73KYOJ4WW7NPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,,2024-05-23
B08C2F2ZFN,Size is off,These fit  really tight in the waist. Order a size bigger.,Y,,"Size: Medium | Color: 3 Pack Black, Dark Grey, Blue",2,0,,,,,https://www.amazon.com/gp/customer-reviews/R1GYD6WEF4CNXM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08C2Q49MR,jason hundley,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/3d23e170-afdc-4cf9-88f3-c05482bde07b._CR0,0,375,375_SX48_.jpg",US,https://www.amazon.com/gp/profile/amzn1.account.AHLKKPBUVQJPJBCQV5WUP6WXQ7KA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,,2024-05-19
B08JG3T2SY,To thin,To thin,Y,,"Size: X-Large | Color: 5 Pack Black, Black, Navy, Dark Grey, Light Grey",2,0,,,,,https://www.amazon.com/gp/customer-reviews/R32F8RXS7V09BE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08C2Q49MR,Walt,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",US,https://www.amazon.com/gp/profile/amzn1.account.AFFTGOOZHZWXUIBZRR5A7DHGAKCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,,2024-05-19
B08JG3T2SY,Good shorts,Not low quality and helps with comfort and keeping cool,Y,,"Size: X-Large | Color: 5 Pack Black, Black, Navy, Dark Grey, Light Grey",4,0,,,,,https://www.amazon.com/gp/customer-reviews/R2TP4XPQDAFXHY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08C2Q49MR,ramon,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",US,https://www.amazon.com/gp/profile/amzn1.account.AEHQEQ6BXVV3B62YGG5DXSKWIZNA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,,2024-05-18
B08C291LRW,Slooooooww delivery!,"I ordered these knowing that Amazon told me I could have them early the next morning, or afternoon, or anytime tomorrow via Prime. Got them three days later. The shorts are fine, but the immediate need was missed",Y,,"Size: Large | Color: 5 Pack Black, Navy, Blue, Dark Grey, Light Grey",3,0,,,,,https://www.amazon.com/gp/customer-reviews/RFUAK1E1CB4DK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08C2Q49MR,John C.,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",US,https://www.amazon.com/gp/profile/amzn1.account.AEN7LQA5MW7EOSS6VHSSMDGS6JPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,,2024-05-17
B08JGBB9N1,Bad buy,Not the material I wanted totally different look what I see promoted 👎🏾,Y,,"Size: Large | Color: 5 Pack Black, Black, Navy, Dark Grey, Light Grey",1,1,,,,,https://www.amazon.com/gp/customer-reviews/RL3TUN7BXP43/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08C2Q49MR,Omar Coleman,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",US,https://www.amazon.com/gp/profile/amzn1.account.AGSEK5HI7JZDELCKHVQIFSEL7RQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,,2024-05-16
B08C266BFB,They fit like small,I sent them back about 2 weeks ago.  I havent heard from you.???,Y,,"Size: Large | Color: 2 Pack Black, Navy",1,1,,,,,https://www.amazon.com/gp/customer-reviews/R3RTG5JJPHZFB7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08C2Q49MR,Joe Morgan,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",US,https://www.amazon.com/gp/profile/amzn1.account.AH2RWXS544M2EAIJ2AETUJDMGAPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,,2024-05-16
B08JGBB9N1,Very cheaply made. Not worth the money.,Very cheaply made. Not worth the money.,Y,,"Size: Large | Color: 5 Pack Black, Black, Navy, Dark Grey, Light Grey",1,1,,,,,https://www.amazon.com/gp/customer-reviews/R1PINF1CR452PS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08C2Q49MR,MrsYagerBomb,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/2d1c75c3-7938-4170-a67e-aa4ca9b19479._CR0,27.0,279,279_SX48_.jpg",US,https://www.amazon.com/gp/profile/amzn1.account.AEOR3VUUYRWFUVOBNYUMBUZ2B7SQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,,2024-05-16
B08JGBB9N1,"Way to thin and poorly made, feels like a bad fit",I don’t think I’ll wear these as I tried them on. They’re extremely thin and some people said you can literally see right through them. I think of anything I use them to sleep at night the other issues that the fit and the way they constructed is weird it feels like they’re not really fitting on my waist properly and the Crotch area is really high up. It just feels weird. This is a bad cheap product. Do not buy this. This is one of those sketchy cheap things someone’s trying to make a Quick Buck off of.,Y,,"Size: Large | Color: 5 Pack Black, Black, Navy, Dark Grey, Light Grey",1,2,,,,,https://www.amazon.com/gp/customer-reviews/R1RO3E2QY3MSBK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08C2Q49MR,drake,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",US,https://www.amazon.com/gp/profile/amzn1.account.AFMXDCWO4ALW47YWBP7CP3LJYXMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,,2024-05-15
B08JGHDWNP,Not bad for the price but.....,4 out of 5 paints have holes in the pockets . 😔,Y,,"Size: XX-Large | Color: 5 Pack Black, Black, Navy, Dark Grey, Light Grey",3,0,,,,,https://www.amazon.com/gp/customer-reviews/R1I5ZY25KMH34C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08C2Q49MR,Irma,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/c13439f2-d61a-4868-9dda-6460150b73ff._CR0,66.0,720,720_SX48_.jpg",US,https://www.amazon.com/gp/profile/amzn1.account.AGXUQ7IUOPTSBXDH74TZIF3A2XFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,,2024-05-14
